,0,1,2,3,4,5,6
874,80,70,80,80,80,70,70
875,86,70,70,70,80,70,70
876,77,73,77,73,70,70,73
877,74,86,74,74,70,70,70
878,70,77,76,77,85,76,77
879,88,89,73,89,88,70,89
880,80,80,70,80,80,70,70
881,70,70,70,70,77,73,73
882,80,70,80,80,70,70,80
883,70,80,70,80,70,80,70
884,79,70,79,79,79,79,79
885,83,83,83,71,83,71,83
886,70,86,70,86,88,70,70
887,80,80,80,80,70,70,80
888,80,70,80,70,70,70,80
889,86,86,86,70,70,70,70
890,70,73,73,73,70,74,74
891,89,89,89,70,80,80,70
892,76,76,76,76,77,77,77
893,77,77,77,70,77,70,77
894,70,70,77,77,70,76,77
895,83,88,88,83,88,83,70
896,70,80,70,80,80,80,80
897,74,87,74,87,74,87,68
898,70,70,70,70,80,70,70
899,70,80,70,70,70,80,70
900,80,80,80,80,80,70,70
901,77,77,70,77,70,70,77
902,78,88,77,85,70,85,78
903,70,86,70,80,70,86,86
904,77,77,77,70,77,80,77
905,86,86,80,71,86,80,86
906,70,86,86,70,80,86,86
907,77,77,77,77,77,77,70
908,71,77,77,77,77,77,77
909,71,71,80,71,80,80,71
910,80,71,71,71,80,71,80
911,80,71,71,78,78,71,71
912,71,71,73,71,71,71,88
913,77,71,77,77,71,71,71
914,78,78,85,78,88,71,71
915,71,71,71,71,80,80,71
916,71,87,71,88,71,88,88
917,73,88,80,80,88,88,73
918,71,71,71,86,71,86,71
919,74,68,68,74,68,74,87
920,68,68,68,68,80,68,68
921,80,86,66,66,80,86,80
922,90,69,90,90,90,90,90
923,80,80,64,64,80,64,64
924,80,74,69,74,69,74,69
925,69,88,88,87,87,69,69
926,69,77,69,69,69,77,69
927,80,80,80,69,69,80,69
928,69,80,83,80,80,69,80
929,76,69,69,69,77,69,76
930,74,69,74,74,73,88,88
931,87,87,69,69,69,69,88
932,76,69,69,77,76,77,77
933,80,69,69,69,80,69,69
934,69,80,80,69,69,69,69
935,89,80,89,80,70,80,70
936,77,77,77,80,86,77,86
937,80,70,70,80,70,70,70
938,86,70,86,77,70,70,70
939,80,68,88,88,68,80,68
940,77,77,77,67,67,77,77
941,67,77,80,67,67,67,67
942,80,66,66,66,80,66,66
943,67,88,67,67,67,67,88
944,77,67,89,89,80,77,89
945,86,85,86,85,36,86,77
946,75,75,76,76,54,76,76
947,86,86,86,61,74,74,86
948,70,70,70,70,86,86,70
949,80,86,68,80,68,80,80
950,68,68,80,68,80,68,68
951,76,76,74,81,76,74,74
952,68,68,68,77,77,68,77
953,80,80,77,77,80,77,80
954,68,79,79,68,79,79,79
955,86,68,80,86,68,80,80
956,80,80,67,80,67,67,80
957,77,65,65,77,77,65,77
958,67,80,80,80,67,67,67
959,66,77,66,77,66,77,66
960,80,66,80,66,80,66,80
961,80,80,66,80,66,66,66
962,66,80,80,66,80,66,66
963,66,66,80,66,80,80,80
964,68,68,77,68,68,77,77
965,30,30,30,84,30,77,30
966,86,30,30,86,30,86,86
967,80,80,80,9,9,9,80
968,22,84,84,84,22,84,84
969,76,41,76,76,75,41,76
970,77,77,64,64,77,77,64
971,77,89,77,77,77,64,77
972,80,65,80,80,80,80,65
973,69,79,79,79,69,79,79
974,80,88,88,88,80,80,88
975,88,69,88,69,69,69,88
976,69,87,69,73,87,73,73
977,73,73,73,73,73,73,73
978,85,69,85,85,85,85,69
979,69,80,88,88,88,69,80
980,69,80,80,69,80,69,69
981,69,69,80,80,80,69,69
982,74,69,69,74,88,88,69
983,88,88,88,88,69,88,88
984,70,70,70,70,70,70,70
985,69,80,69,69,69,80,69
986,70,88,88,88,88,88,88
987,70,70,70,70,70,88,88
988,77,70,70,77,77,86,70
989,70,75,84,75,70,84,76
990,86,80,80,70,70,80,70
991,70,78,70,70,70,78,78
992,70,88,77,77,70,77,70
993,70,75,74,76,70,77,77
994,70,80,80,70,70,70,70
995,77,70,77,70,70,77,70
996,77,76,68,68,77,76,76
997,68,68,68,77,68,77,68
998,77,67,77,77,67,67,67
999,67,67,77,77,77,67,67
1000,67,67,90,67,67,77,77
1001,69,77,69,69,69,69,77
1002,77,77,70,70,77,77,77
1003,85,76,70,77,70,76,70
1004,90,90,90,66,90,90,90
1005,80,64,64,80,80,80,80
1006,80,80,80,80,80,87,80
1007,70,70,77,70,77,77,77
1008,80,80,80,80,80,80,69
1009,80,80,69,80,69,80,80
1010,80,80,80,69,69,69,80
1011,69,78,78,78,78,78,69
1012,70,80,80,80,80,77,70
1013,74,88,74,70,70,70,70
1014,77,70,77,77,70,70,70
1015,70,76,80,80,80,80,80
1016,70,70,74,74,74,74,74
1017,69,80,80,80,80,80,80
1018,63,80,80,80,63,63,80
1019,73,73,62,88,62,88,88
1020,88,85,88,17,17,88,88
1021,36,36,80,36,36,36,80
1022,70,70,70,79,79,70,79
1023,77,77,70,70,70,77,77
1024,70,86,70,86,86,70,70
1025,88,70,88,80,88,88,70
1026,80,70,70,80,80,77,80
1027,73,68,73,68,73,73,68
1028,77,86,86,86,68,77,68
1029,68,68,68,77,68,68,77
1030,77,77,77,66,66,66,66
1031,76,67,67,67,74,67,67
1032,76,77,77,67,67,77,77
1033,76,76,74,76,76,74,69
1034,74,69,69,74,69,74,73
1035,77,77,77,77,66,66,77
1036,77,81,81,64,77,77,64
1037,84,77,77,86,55,86,86
1038,88,88,70,88,88,88,88
1039,80,70,70,70,70,80,80
1040,69,77,86,86,77,86,77
1041,68,86,86,86,86,68,68
1042,68,68,85,68,85,88,85
1043,77,77,68,68,68,77,68
1044,77,67,77,77,67,77,80
1045,80,66,80,80,66,80,66
1046,88,88,66,66,66,66,66
1047,69,77,69,77,69,77,69
1048,69,86,86,69,77,69,77
1049,77,77,77,69,77,69,77
1050,80,86,80,80,80,86,86
1051,69,69,69,77,77,77,77
1052,83,83,83,83,68,83,77
1053,80,80,68,68,68,68,80
1054,69,69,69,69,77,77,77
1055,67,80,80,80,67,67,67
1056,65,83,83,65,65,83,83
1057,69,77,69,77,69,77,77
1058,74,74,67,67,67,74,74
1059,77,77,77,77,77,77,69
1060,74,69,69,76,69,76,69
1061,80,77,77,80,69,69,77
1062,71,80,71,80,80,80,80
1063,68,76,68,76,68,80,80
1064,78,78,78,82,82,82,78
1065,79,89,89,89,56,89,56
1066,75,75,75,75,68,75,76
1067,69,77,69,77,77,77,77
1068,69,69,69,69,80,69,80
1069,67,67,78,67,67,80,80
1070,77,77,77,68,77,77,77
1071,77,68,77,77,77,77,68
1072,77,68,68,86,86,68,77
1073,67,88,88,67,67,88,67
1074,67,77,77,77,80,67,80
1075,67,67,67,67,80,67,80
1076,67,81,73,73,67,81,81
1077,67,88,67,88,67,88,67
1078,61,75,61,61,76,61,76
1079,69,84,69,69,69,77,69
1080,69,69,69,77,77,69,77
1081,69,69,78,69,78,78,69
1082,80,70,70,70,70,80,70
1083,78,70,78,70,88,78,78
1084,79,79,69,69,69,69,79
1085,86,86,80,80,80,69,80
1086,69,80,80,80,80,80,69
1087,73,73,69,73,73,69,73
1088,70,70,70,73,73,70,70
1089,73,88,70,88,73,86,70
1090,88,66,66,88,88,88,88
1091,76,84,50,50,75,74,76
1092,69,77,77,69,69,69,77
1093,77,69,69,77,77,69,69
1094,69,77,77,69,77,69,69
1095,69,77,77,69,69,69,77
1096,86,70,70,70,70,86,86
1097,80,69,80,69,80,69,80
1098,69,77,77,69,69,69,69
1099,67,80,67,80,67,67,67
1100,86,77,86,80,77,86,86
1101,85,66,66,80,85,66,66
1102,86,86,86,77,77,69,69
1103,63,63,77,63,63,80,77
1104,80,80,80,65,80,80,65
1105,74,88,73,88,73,74,74
1106,80,78,71,80,80,78,80
1107,80,68,80,80,68,68,68
1108,68,68,80,80,80,80,80
1109,88,88,67,67,67,67,67
1110,87,73,73,68,77,73,73
1111,80,80,80,69,69,80,69
1112,80,80,80,80,80,67,67
1113,67,80,80,80,80,80,67
1114,69,69,69,69,77,77,77
1115,69,69,86,86,77,80,80
1116,74,13,74,13,13,13,13
1117,80,80,80,69,80,80,80
1118,51,77,77,77,51,51,77
1119,80,80,86,60,80,80,80
1120,69,77,69,69,77,77,69
1121,69,69,84,69,84,84,69
1122,12,12,78,78,12,80,12
1123,80,27,80,80,27,80,27
1124,86,5,89,89,5,86,89
1125,88,34,88,34,88,88,34
1126,74,31,74,31,80,80,74
1127,71,71,80,80,80,80,80
1128,79,69,79,79,79,79,69
1129,69,85,80,85,86,80,85
1130,79,69,79,79,79,79,69
1131,88,68,68,68,68,68,88
1132,86,80,80,69,69,69,80
1133,76,48,74,48,74,48,81
1134,80,69,69,69,69,69,80
1135,64,64,84,64,84,64,84
1136,69,69,80,69,69,69,69
1137,86,86,69,69,69,80,69
1138,73,78,78,73,80,73,73
1139,78,78,78,88,68,73,88
1140,67,77,77,67,67,77,77
1141,66,66,66,79,79,66,66
1142,79,79,79,79,70,79,79
1143,88,70,88,88,78,70,88
1144,80,80,70,70,70,80,80
1145,67,67,80,67,67,67,80
1146,66,66,66,80,80,80,66
1147,80,80,80,80,80,68,68
1148,67,67,80,80,80,67,67
1149,80,44,44,80,44,44,80
1150,80,80,80,80,80,80,69
1151,69,69,78,69,78,69,78
1152,70,86,86,86,86,70,70
1153,80,84,80,66,66,84,80
1154,87,38,87,38,38,87,38
1155,69,86,86,86,69,77,69
1156,69,69,69,78,69,80,80
1157,83,83,70,83,83,83,83
1158,80,80,69,80,80,69,80
1159,85,87,87,52,85,52,87
1160,70,80,80,86,86,70,70
1161,69,69,80,73,80,80,80
1162,77,69,69,77,69,77,69
1163,80,69,80,69,69,69,80
1164,70,70,70,76,70,76,76
1165,77,80,69,69,77,77,69
1166,77,77,77,77,77,66,77
1167,77,77,67,67,77,77,67
1168,80,66,66,66,80,80,66
1169,67,67,80,80,80,67,67
1170,67,80,67,67,77,80,67
1171,67,67,80,67,67,67,67
1172,12,77,12,77,77,12,12
1173,86,86,70,86,80,80,70
1174,88,88,80,88,69,80,69
1175,70,86,70,70,86,70,70
1176,70,80,89,89,70,70,89
1177,69,77,69,69,77,69,77
1178,77,77,77,77,67,77,67
1179,77,77,68,68,68,77,68
1180,67,77,77,77,73,73,77
1181,77,77,73,73,77,73,77
1182,67,67,67,67,67,77,77
1183,67,77,77,77,73,73,73
1184,67,79,79,67,79,67,79
1185,77,89,89,77,89,67,67
1186,77,67,67,77,67,67,77
1187,78,48,78,48,78,78,78
1188,63,63,73,90,77,73,63
1189,80,80,80,70,70,70,80
1190,77,70,86,70,86,77,77
1191,71,78,78,78,78,71,80
1192,66,80,66,66,80,80,80
1193,67,67,67,80,80,67,80
1194,78,78,78,78,80,78,78
1195,66,66,80,80,80,80,66
1196,65,65,80,80,65,65,65
1197,77,80,69,69,80,77,69
1198,88,88,78,88,78,33,33
1199,77,77,69,77,77,69,69
1200,76,80,80,76,76,23,76
1201,79,69,69,69,79,79,69
1202,69,69,69,69,77,77,77
1203,8,8,84,84,84,77,77
1204,89,15,89,15,89,15,15
1205,80,80,69,69,69,69,69
1206,66,66,77,77,77,77,66
1207,88,68,68,88,68,68,88
1208,68,80,68,80,68,80,78
1209,77,67,77,77,67,77,77
1210,68,88,87,87,87,87,88
1211,86,86,86,86,80,80,86
1212,66,80,85,85,86,85,80
1213,66,88,78,78,78,78,78
1214,49,49,49,49,49,80,49
1215,69,73,69,69,69,87,73
1216,70,70,70,70,86,70,86
1217,68,68,68,88,88,68,68
1218,77,77,77,77,68,77,77
1219,68,75,75,76,86,76,68
1220,68,68,80,80,80,68,68
1221,80,80,80,80,67,80,80
1222,73,66,66,73,66,66,66
1223,66,80,66,66,66,66,80
1224,67,67,80,67,80,80,67
1225,68,68,77,77,77,77,77
1226,80,80,70,78,70,70,78
1227,80,80,68,80,68,68,68
1228,73,68,73,68,68,73,68
1229,88,80,68,88,88,88,80
1230,77,77,77,67,67,77,77
1231,73,80,80,73,80,73,80
1232,79,79,79,79,64,64,64
1233,80,80,69,80,69,80,69
1234,77,71,77,77,71,71,77
1235,78,78,67,78,78,78,78
1236,70,80,80,70,70,70,70
1237,80,80,77,80,69,69,77
1238,69,69,69,80,69,80,80
1239,68,68,68,86,86,86,86
1240,75,69,69,87,69,75,87
1241,77,77,80,70,80,77,80
1242,64,77,77,77,77,77,77
1243,83,71,71,83,71,83,71
1244,70,73,73,73,73,70,73
1245,78,78,70,70,78,70,78
1246,68,77,68,68,77,77,68
1247,90,90,90,67,67,67,67
1248,88,88,67,67,67,88,88
1249,77,77,77,66,66,66,77
1250,68,73,68,73,68,73,68
1251,77,70,70,70,70,77,70
1252,80,80,70,70,80,70,70
1253,88,68,88,68,68,68,68
1254,77,77,70,77,70,70,70
1255,80,70,80,70,70,80,70
1256,70,70,80,70,70,80,70
1257,80,80,70,70,80,80,80
1258,70,86,70,86,86,70,86
1259,69,69,86,77,77,77,69
1260,80,68,68,80,68,80,80
1261,80,68,80,68,68,80,68
1262,69,69,86,86,86,69,69
1263,80,69,80,80,69,69,69
1264,69,80,80,69,80,80,80
1265,70,80,80,70,70,70,80
1266,80,80,46,80,46,80,80
1267,80,80,80,80,80,80,68
1268,80,65,65,80,65,80,80
1269,86,30,77,30,30,86,30
1270,66,66,77,77,66,66,66
1271,77,77,67,67,77,67,77
1272,80,67,67,77,67,80,80
1273,80,88,88,80,67,80,80
1274,66,66,88,87,87,88,87
1275,88,67,88,88,88,67,88
1276,69,80,80,69,69,69,69
1277,78,73,73,73,73,69,78
1278,80,84,70,70,80,70,84
1279,76,76,76,74,70,76,74
1280,70,70,70,70,70,78,70
1281,69,69,80,80,80,80,80
1282,69,69,69,80,69,69,69
1283,77,70,70,70,70,70,70
1284,69,69,69,80,80,69,80
1285,67,67,80,67,80,67,67
1286,10,84,77,84,86,10,84
1287,69,77,69,69,77,77,77
1288,69,77,77,77,77,69,69
1289,86,69,69,69,69,86,69
1290,80,80,86,80,80,86,86
1291,77,77,69,77,69,69,69
1292,81,76,81,70,70,76,81
1293,87,76,76,76,81,87,81
1294,79,79,71,71,71,79,79
1295,70,80,80,77,70,70,80
1296,77,80,77,77,77,69,69
1297,86,67,86,80,80,86,80
1298,26,77,26,26,77,77,77
1299,80,14,86,86,14,80,86
1300,86,86,70,70,70,80,80
1301,54,77,54,77,54,54,54
1302,77,77,77,77,70,70,77
1303,67,67,73,73,73,67,73
1304,78,69,73,69,73,78,73
1305,68,68,68,68,77,68,68
1306,80,80,67,80,67,67,67
1307,67,79,67,79,79,79,79
1308,77,80,77,80,77,80,77
1309,47,80,47,80,47,47,47
1310,80,18,18,80,80,80,18
1311,69,77,69,80,69,77,69
1312,80,69,69,80,77,80,69
1313,85,88,85,88,71,71,71
1314,67,73,88,88,88,74,88
1315,80,70,70,70,80,70,80
1316,80,80,80,70,80,80,70
1317,69,80,69,80,69,80,80
1318,79,79,69,69,79,69,79
1319,69,69,80,80,69,69,69
1320,80,69,69,69,80,80,80
1321,77,69,69,69,69,77,77
1322,66,77,77,77,66,66,77
1323,67,80,80,67,67,67,67
1324,69,88,69,80,69,88,88
1325,80,69,69,80,69,69,80
1326,80,69,80,80,69,69,69
1327,80,80,80,67,80,80,67
1328,69,69,69,80,69,80,69
1329,69,80,69,80,80,80,69
1330,67,67,67,80,67,80,67
1331,68,79,79,79,68,68,79
1332,80,80,80,66,80,66,80
1333,67,80,77,80,80,80,67
1334,80,69,80,80,69,80,69
1335,80,69,69,80,69,69,69
1336,77,76,69,69,81,76,77
1337,77,77,69,69,69,69,77
1338,69,80,69,69,69,69,80
1339,77,80,66,77,77,77,77
1340,86,86,68,86,86,86,68
1341,65,65,65,65,80,80,65
1342,80,80,69,80,80,69,80
1343,80,80,80,68,68,68,80
1344,80,80,66,80,80,66,66
1345,67,80,80,80,80,80,67
1346,80,80,65,80,80,80,80
1347,31,31,80,31,31,31,31
1348,63,80,80,80,80,80,80
1349,66,77,77,77,66,77,66
1350,80,80,22,80,80,80,22
1351,69,69,77,77,69,77,77
1352,49,80,80,80,49,49,80
1353,86,86,67,86,86,86,86
1354,65,80,80,80,80,80,65
1355,80,69,80,69,69,80,69
1356,77,69,77,69,69,69,77
1357,67,89,67,89,89,86,86
1358,73,73,69,69,69,73,73
1359,69,69,80,80,69,69,80
1360,77,77,67,77,67,67,77
1361,69,77,69,77,69,69,77
1362,73,69,69,73,69,69,69
1363,79,79,69,79,79,69,79
1364,69,73,73,69,73,69,69
1365,66,73,73,80,73,73,66
1366,80,79,79,67,79,79,67
1367,67,75,75,75,75,67,67
1368,67,67,67,67,80,67,67
1369,23,23,80,23,80,23,23
1370,88,88,80,67,88,67,67
1371,77,67,83,67,67,67,83
1372,73,67,73,67,67,73,67
1373,44,44,72,44,44,72,72
1374,77,77,77,53,77,53,53
1375,66,66,80,66,80,66,66
1376,70,70,70,77,77,77,77
1377,70,86,77,70,86,70,70
1378,79,70,79,70,79,70,70
1379,70,86,70,86,70,86,70
1380,70,70,70,70,80,70,80
1381,69,80,69,80,69,69,80
1382,80,80,80,70,70,70,80
1383,74,70,74,76,70,70,70
1384,70,80,80,70,80,70,70
1385,70,70,70,70,77,70,77
1386,87,70,87,70,70,70,87
1387,86,86,70,70,86,86,86
1388,70,70,70,80,80,80,70
1389,70,70,70,70,80,70,70
1390,70,78,70,78,70,70,70
1391,80,80,80,70,80,70,70
1392,80,80,70,70,80,80,70
1393,88,88,70,70,73,73,73
1394,70,86,70,70,70,70,70
1395,71,80,80,71,71,71,80
1396,80,69,80,80,69,80,69
1397,80,7,80,7,80,7,80
1398,69,69,69,69,80,69,69
1399,88,70,88,70,70,70,88
1400,80,68,86,68,68,86,68
1401,80,66,66,66,80,66,66
1402,80,66,66,80,66,80,80
1403,80,67,67,80,80,80,77
1404,77,77,60,60,77,60,60
1405,70,80,70,70,80,80,80
1406,68,68,86,80,68,80,80
1407,67,67,73,73,67,73,73
1408,77,77,77,77,77,77,68
1409,67,75,67,75,75,75,75
1410,80,80,80,80,80,66,80
1411,41,87,87,41,87,87,74
1412,76,75,75,76,75,75,76
1413,73,73,73,73,73,73,67
1414,73,73,68,73,73,68,73
1415,67,67,73,76,76,73,67
1416,73,73,67,73,73,73,73
1417,70,80,80,80,80,80,70
1418,80,66,66,66,80,66,66
1419,87,67,73,73,67,73,67
1420,77,70,77,70,70,77,77
1421,80,80,80,80,80,66,66
1422,88,88,88,82,66,88,82
1423,89,68,89,89,68,80,89
1424,80,77,67,67,67,86,67
1425,80,80,80,77,80,77,77
1426,69,69,69,77,69,80,77
1427,69,69,80,69,69,80,69
1428,77,77,70,70,70,77,77
1429,71,86,71,71,86,86,71
1430,70,80,80,70,80,80,70
1431,70,88,70,88,70,88,88
1432,71,71,71,80,80,80,80
1433,70,80,70,73,80,73,73
1434,86,86,86,71,71,86,86
1435,68,77,68,68,68,77,68
1436,80,66,80,86,66,80,66
1437,67,77,77,67,77,77,67
1438,80,80,68,80,80,68,80
1439,67,80,80,80,80,78,80
1440,80,67,80,67,67,67,80
1441,68,80,80,68,86,80,80
1442,68,80,68,68,80,68,80
1443,80,80,67,67,80,80,67
1444,38,77,38,85,85,85,77
1445,67,67,67,80,80,67,80
1446,68,68,68,68,68,77,77
1447,80,66,80,80,66,66,80
1448,80,69,80,69,80,69,69
1449,80,80,69,69,69,69,80
1450,74,74,86,86,20,74,20
1451,88,88,13,13,13,13,13
1452,85,16,16,85,77,16,85
1453,19,19,78,78,80,19,78
1454,90,20,20,20,90,90,90
1455,90,16,16,90,90,90,90
1456,77,77,80,77,77,27,27
1457,69,77,77,69,69,69,80
1458,86,77,77,10,77,10,10
1459,69,84,69,84,69,84,69
1460,69,77,77,80,80,77,69
1461,8,77,77,77,8,8,77
1462,80,80,80,86,69,80,78
1463,70,77,77,70,77,70,70
1464,68,80,80,80,68,68,68
1465,77,68,80,68,68,77,77
1466,80,68,68,68,68,68,68
1467,66,66,80,66,66,80,80
1468,68,80,68,80,80,68,80
1469,76,76,68,74,68,74,76
1470,68,76,76,76,68,68,76
1471,68,68,88,68,68,68,68
1472,69,87,87,69,69,87,87
1473,80,80,76,12,80,76,76
1474,77,67,77,67,67,77,77
1475,80,77,80,66,77,77,66
1476,82,21,21,21,21,21,82
1477,70,83,88,83,88,88,83
1478,68,78,73,78,73,78,68
1479,77,68,77,77,77,68,68
1480,77,47,47,47,76,76,47
1481,67,67,67,80,80,67,67
1482,69,79,79,69,69,79,79
1483,73,73,73,86,73,80,71
1484,67,67,77,67,77,67,77
1485,86,89,80,80,89,89,86
1486,80,68,80,68,68,68,68
1487,77,86,86,66,66,86,86
1488,80,66,80,80,80,66,66
1489,67,67,77,77,67,67,77
1490,66,77,66,66,66,66,66
1491,80,73,68,68,68,68,73
1492,77,67,77,67,77,67,77
1493,69,69,86,69,86,69,86
1494,69,69,77,77,77,69,69
1495,80,80,69,80,69,69,69
1496,69,78,78,78,77,77,78
1497,79,69,69,79,79,69,79
1498,77,70,77,77,77,77,77
1499,77,77,67,67,77,77,77
1500,69,77,77,69,69,77,69
1501,89,70,70,89,70,89,89
1502,67,86,67,67,67,77,86
1503,76,76,74,74,68,74,68
1504,69,77,77,77,69,69,77
1505,80,69,69,80,78,80,80
1506,80,69,80,80,80,80,80
1507,77,77,69,69,77,69,77
1508,88,80,80,88,68,80,80
1509,77,67,67,77,77,77,77
1510,78,69,69,78,78,69,78
1511,70,77,77,70,70,77,70
1512,69,80,69,69,69,69,80
1513,77,70,70,77,70,77,70
1514,70,70,80,80,80,80,80
1515,74,86,68,68,68,74,86
1516,80,67,80,67,80,80,80
1517,69,69,69,69,69,69,80
1518,68,80,80,80,68,68,80
1519,68,80,80,80,80,78,80
1520,83,68,83,83,68,68,83
1521,66,66,77,86,77,66,86
1522,67,88,88,67,67,67,88
1523,67,67,67,74,74,67,67
1524,69,80,80,69,80,69,80
1525,71,77,86,86,77,77,77
1526,86,58,58,58,86,80,88
1527,77,77,77,77,71,71,71
1528,70,80,70,80,70,70,80
1529,89,89,69,69,69,89,89
1530,68,80,68,68,80,68,80
1531,76,68,74,68,68,76,68
1532,67,67,80,67,67,67,67
1533,80,66,80,80,66,66,80
1534,78,77,70,70,70,78,70
1535,67,80,67,67,80,67,80
1536,80,80,80,69,80,80,69
1537,77,70,77,70,70,70,77
1538,70,70,80,70,70,80,70
1539,66,66,80,80,66,80,66
1540,76,76,68,76,76,74,76
1541,80,80,80,67,67,67,67
1542,2,80,2,80,2,2,2
1543,69,80,80,69,69,80,80
1544,68,77,68,68,77,68,68
1545,86,86,68,68,68,86,80
1546,61,80,80,61,80,80,61
1547,79,68,68,68,68,79,68
1548,73,73,73,88,88,68,68
1549,68,68,88,68,68,88,88
1550,68,68,68,77,68,68,77
1551,80,67,80,80,67,80,80
1552,73,68,73,68,68,68,73
1553,88,85,85,68,88,88,68
1554,80,67,80,80,67,67,80
1555,66,66,76,76,66,66,66
1556,88,88,80,80,68,68,68
1557,77,69,80,77,80,77,77
1558,80,80,80,69,80,69,80
1559,73,67,73,88,80,88,80
1560,54,78,78,78,78,54,78
1561,67,67,79,79,67,67,79
1562,79,66,66,79,66,66,79
1563,67,86,67,67,67,86,67
1564,80,80,80,64,64,80,80
1565,65,80,65,80,80,80,80
1566,80,16,16,16,16,16,16
1567,65,65,65,77,77,65,65
1568,65,77,86,65,86,65,65
1569,60,77,77,60,77,80,77
1570,77,77,65,77,77,77,77
1571,80,80,46,80,46,80,46
1572,55,55,55,80,55,55,80
1573,83,83,41,83,41,41,83
1574,89,68,89,89,68,89,68
1575,80,63,80,63,63,80,80
1576,60,60,60,60,60,81,60
1577,29,29,80,80,80,80,80
1578,40,40,40,40,80,80,80
1579,61,88,88,61,61,88,61
1580,86,6,86,6,6,6,6
1581,85,23,85,23,23,23,23
1582,20,20,20,20,82,20,82
1583,80,59,80,80,80,80,80
1584,19,80,19,19,19,19,19
1585,63,79,79,63,63,79,63
1586,80,78,73,80,73,65,65
1587,90,90,31,31,31,90,31
1588,80,77,77,77,80,70,77
1589,70,70,77,77,77,70,77
1590,70,70,80,80,80,70,70
1591,71,71,71,80,80,71,80
1592,80,80,71,80,80,80,80
1593,69,69,77,69,69,69,69
1594,79,79,79,71,71,71,79
1595,69,73,73,88,73,69,88
1596,73,88,68,68,73,73,73
1597,73,65,65,65,65,80,80
1598,70,88,70,88,88,78,78
1599,80,69,80,69,80,80,69
1600,70,70,77,77,77,77,70
1601,88,70,70,88,70,88,70
1602,71,80,71,80,71,71,80
1603,69,69,80,69,80,80,80
1604,78,82,82,88,88,21,88
1605,77,77,77,77,77,77,77
1606,78,78,78,78,70,70,78
1607,71,80,80,71,71,80,80
1608,70,74,76,70,70,74,80
1609,77,77,70,77,77,70,70
1610,86,86,73,78,70,70,73
1611,77,77,77,70,70,70,77
1612,71,86,86,71,86,86,86
1613,71,73,80,73,71,73,73
1614,77,77,31,80,77,31,77
1615,73,74,70,74,74,70,74
1616,68,68,80,80,68,80,80
1617,70,86,70,86,86,86,86
1618,78,63,78,63,73,63,63
1619,80,69,69,80,69,69,69
1620,70,70,77,77,77,77,77
1621,69,88,88,69,69,88,88
1622,77,66,66,77,77,77,66
1623,69,69,80,80,69,80,80
1624,71,88,88,88,88,88,71
1625,88,88,83,70,83,70,70
1626,80,80,69,77,69,80,77
1627,77,77,80,77,69,77,77
1628,80,67,80,80,67,80,80
1629,68,79,68,79,79,68,79
1630,69,69,80,80,80,80,80
1631,66,80,80,66,77,66,77
1632,69,69,89,69,69,89,69
1633,80,69,69,69,69,77,69
1634,80,69,69,69,69,80,80
1635,59,59,59,59,80,80,80
1636,69,69,80,80,80,80,69
1637,80,80,69,69,80,69,80
1638,80,78,69,78,80,69,80
1639,80,80,80,80,80,69,69
1640,80,80,69,69,69,80,69
1641,79,79,69,79,79,69,69
1642,69,80,80,80,69,69,80
1643,80,80,80,80,70,80,80
1644,70,70,70,70,70,77,77
1645,80,71,71,71,80,71,80
1646,73,71,73,73,71,80,80
1647,77,77,78,80,80,80,71
1648,71,80,71,80,80,71,71
1649,71,79,77,79,71,71,71
1650,80,80,80,80,80,71,80
1651,80,80,71,88,71,88,71
1652,86,86,86,70,86,70,86
1653,80,80,69,69,69,80,69
1654,77,77,71,77,71,77,77
1655,86,77,77,77,67,67,77
1656,71,71,86,86,77,86,77
1657,69,80,69,73,73,73,73
1658,69,69,69,80,80,69,69
1659,77,77,77,77,77,69,77
1660,80,80,69,69,80,80,69
1661,80,67,67,67,67,67,80
1662,70,70,86,70,80,80,70
1663,70,70,89,80,89,80,80
1664,77,70,70,77,77,70,77
1665,80,80,80,80,70,80,70
1666,70,70,80,70,70,80,80
1667,80,80,70,70,70,70,80
1668,77,77,70,77,70,70,77
1669,78,78,80,85,78,70,80
1670,88,77,71,77,77,71,71
1671,71,80,80,71,80,71,80
1672,80,80,66,66,80,80,66
1673,73,73,73,88,68,68,88
1674,80,35,80,80,80,80,35
1675,69,69,80,69,69,80,69
1676,69,80,80,69,80,69,80
1677,69,80,69,69,69,69,80
1678,80,80,80,80,71,80,71
1679,88,71,86,88,86,88,86
1680,71,71,71,80,86,80,86
1681,67,77,77,77,77,77,67
1682,69,69,69,80,80,69,69
